uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,28
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,39
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,1
RO,PNEUMONIA,DOMICILIO,"50 - 59",M,1
RO,PNEUMONIA,HOSPITAL,"50 - 59",F,27
RO,PNEUMONIA,HOSPITAL,"50 - 59",M,56
RO,PNEUMONIA,OUTRO,"50 - 59",F,1
RO,SEPTICEMIA,DOMICILIO,"50 - 59",F,1
RO,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
RO,SEPTICEMIA,HOSPITAL,"50 - 59",F,35
RO,SEPTICEMIA,HOSPITAL,"50 - 59",M,45
RO,SRAG,HOSPITAL,"50 - 59",M,3
RR,OUTRAS,DOMICILIO,"50 - 59",F,13
RR,OUTRAS,DOMICILIO,"50 - 59",M,14
RR,OUTRAS,HOSPITAL,"50 - 59",F,41
RR,OUTRAS,HOSPITAL,"50 - 59",M,82
RR,OUTRAS,OUTRO,"50 - 59",M,7
RR,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RR,OUTRAS,VIA_PUBLICA,"50 - 59",M,1
RR,COVID,DOMICILIO,"50 - 59",F,1
RR,COVID,DOMICILIO,"50 - 59",M,3
RR,COVID,HOSPITAL,"50 - 59",F,30
RR,COVID,HOSPITAL,"50 - 59",M,54
RR,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
RR,COVID,VIA_PUBLICA,"50 - 59",F,1
RR,INDETERMINADA,HOSPITAL,"50 - 59",M,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,2
RR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RR,PNEUMONIA,HOSPITAL,"50 - 59",F,11
RR,PNEUMONIA,HOSPITAL,"50 - 59",M,21
RR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
RR,SEPTICEMIA,DOMICILIO,"50 - 59",M,1
RR,SEPTICEMIA,HOSPITAL,"50 - 59",F,21
RR,SEPTICEMIA,HOSPITAL,"50 - 59",M,20
RR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
RR,SRAG,HOSPITAL,"50 - 59",M,4
RS,OUTRAS,DOMICILIO,"50 - 59",F,370
RS,OUTRAS,DOMICILIO,"50 - 59",I,1
RS,OUTRAS,DOMICILIO,"50 - 59",M,876
RS,OUTRAS,HOSPITAL,"50 - 59",F,1220
RS,OUTRAS,HOSPITAL,"50 - 59",I,1
RS,OUTRAS,HOSPITAL,"50 - 59",M,1774
RS,OUTRAS,IGNORADO,"50 - 59",F,61
RS,OUTRAS,IGNORADO,"50 - 59",M,86
RS,OUTRAS,OUTRO,"50 - 59",F,37
RS,OUTRAS,OUTRO,"50 - 59",M,117
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,72
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,137
RS,OUTRAS,VIA_PUBLICA,"50 - 59",F,12
RS,OUTRAS,VIA_PUBLICA,"50 - 59",M,89
RS,COVID,DOMICILIO,"50 - 59",F,6
RS,COVID,DOMICILIO,"50 - 59",M,19
RS,COVID,HOSPITAL,"50 - 59",F,331
RS,COVID,HOSPITAL,"50 - 59",M,550
RS,COVID,IGNORADO,"50 - 59",F,11
RS,COVID,IGNORADO,"50 - 59",M,23
RS,COVID,OUTRO,"50 - 59",M,3
RS,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,8
RS,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,19
RS,INDETERMINADA,DOMICILIO,"50 - 59",F,13
RS,INDETERMINADA,DOMICILIO,"50 - 59",M,31
RS,INDETERMINADA,HOSPITAL,"50 - 59",F,3
RS,INDETERMINADA,HOSPITAL,"50 - 59",M,12
RS,INDETERMINADA,IGNORADO,"50 - 59",M,2
RS,INDETERMINADA,OUTRO,"50 - 59",M,2
RS,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
RS,INDETERMINADA,VIA_PUBLICA,"50 - 59",F,1
RS,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,11
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,23
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,229
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,291
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,7
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,8
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,2
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,10
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,16
RS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,2
RS,PNEUMONIA,DOMICILIO,"50 - 59",F,3
RS,PNEUMONIA,DOMICILIO,"50 - 59",M,6
RS,PNEUMONIA,HOSPITAL,"50 - 59",F,304
RS,PNEUMONIA,HOSPITAL,"50 - 59",M,441
RS,PNEUMONIA,IGNORADO,"50 - 59",F,4
RS,PNEUMONIA,IGNORADO,"50 - 59",M,9
RS,PNEUMONIA,OUTRO,"50 - 59",M,3
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,18
RS,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,1
RS,SEPTICEMIA,DOMICILIO,"50 - 59",F,3
RS,SEPTICEMIA,DOMICILIO,"50 - 59",M,9
RS,SEPTICEMIA,HOSPITAL,"50 - 59",F,405
RS,SEPTICEMIA,HOSPITAL,"50 - 59",I,1
RS,SEPTICEMIA,HOSPITAL,"50 - 59",M,531
RS,SEPTICEMIA,IGNORADO,"50 - 59",F,12
RS,SEPTICEMIA,IGNORADO,"50 - 59",M,14
RS,SEPTICEMIA,OUTRO,"50 - 59",M,2
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,8
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,10
RS,SRAG,HOSPITAL,"50 - 59",F,12
RS,SRAG,HOSPITAL,"50 - 59",M,13
RS,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
RS,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SC,OUTRAS,DOMICILIO,"50 - 59",F,232
SC,OUTRAS,DOMICILIO,"50 - 59",M,506
SC,OUTRAS,HOSPITAL,"50 - 59",F,770
SC,OUTRAS,HOSPITAL,"50 - 59",M,1161
SC,OUTRAS,IGNORADO,"50 - 59",F,2
SC,OUTRAS,IGNORADO,"50 - 59",M,7
SC,OUTRAS,OUTRO,"50 - 59",F,14
SC,OUTRAS,OUTRO,"50 - 59",M,63
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,18
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,53
SC,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
SC,OUTRAS,VIA_PUBLICA,"50 - 59",F,7
SC,OUTRAS,VIA_PUBLICA,"50 - 59",M,58
SC,COVID,DOMICILIO,"50 - 59",F,6
SC,COVID,DOMICILIO,"50 - 59",M,10
SC,COVID,HOSPITAL,"50 - 59",F,213
SC,COVID,HOSPITAL,"50 - 59",M,362
SC,COVID,OUTRO,"50 - 59",M,1
SC,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SC,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,4
SC,INDETERMINADA,DOMICILIO,"50 - 59",F,3
SC,INDETERMINADA,DOMICILIO,"50 - 59",M,6
SC,INDETERMINADA,HOSPITAL,"50 - 59",F,4
SC,INDETERMINADA,HOSPITAL,"50 - 59",M,4
SC,INDETERMINADA,OUTRO,"50 - 59",F,1
SC,INDETERMINADA,OUTRO,"50 - 59",M,1
SC,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,16
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,16
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,118
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,158
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,1
SC,PNEUMONIA,DOMICILIO,"50 - 59",F,5
SC,PNEUMONIA,DOMICILIO,"50 - 59",M,5
SC,PNEUMONIA,HOSPITAL,"50 - 59",F,169
SC,PNEUMONIA,HOSPITAL,"50 - 59",M,237
SC,PNEUMONIA,OUTRO,"50 - 59",M,2
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,3
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SC,SEPTICEMIA,DOMICILIO,"50 - 59",F,2
SC,SEPTICEMIA,DOMICILIO,"50 - 59",M,4
SC,SEPTICEMIA,HOSPITAL,"50 - 59",F,220
SC,SEPTICEMIA,HOSPITAL,"50 - 59",M,292
SC,SEPTICEMIA,IGNORADO,"50 - 59",F,3
SC,SEPTICEMIA,OUTRO,"50 - 59",M,2
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
SC,SRAG,HOSPITAL,"50 - 59",F,10
SC,SRAG,HOSPITAL,"50 - 59",M,7
SE,OUTRAS,DOMICILIO,"50 - 59",F,54
SE,OUTRAS,DOMICILIO,"50 - 59",M,100
SE,OUTRAS,HOSPITAL,"50 - 59",F,200
SE,OUTRAS,HOSPITAL,"50 - 59",M,268
SE,OUTRAS,IGNORADO,"50 - 59",F,2
SE,OUTRAS,IGNORADO,"50 - 59",M,4
SE,OUTRAS,OUTRO,"50 - 59",F,3
SE,OUTRAS,OUTRO,"50 - 59",I,1
SE,OUTRAS,OUTRO,"50 - 59",M,6
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,48
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,131
SE,OUTRAS,POSTO_SAUDE,"50 - 59",M,1
SE,OUTRAS,VIA_PUBLICA,"50 - 59",F,5
SE,OUTRAS,VIA_PUBLICA,"50 - 59",M,12
SE,COVID,DOMICILIO,"50 - 59",F,1
SE,COVID,DOMICILIO,"50 - 59",M,3
SE,COVID,HOSPITAL,"50 - 59",F,110
SE,COVID,HOSPITAL,"50 - 59",M,135
SE,COVID,IGNORADO,"50 - 59",F,2
SE,COVID,IGNORADO,"50 - 59",M,2
SE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
SE,INDETERMINADA,DOMICILIO,"50 - 59",M,6
SE,INDETERMINADA,HOSPITAL,"50 - 59",F,2
SE,INDETERMINADA,HOSPITAL,"50 - 59",M,2
SE,INDETERMINADA,IGNORADO,"50 - 59",M,1
SE,INDETERMINADA,OUTRO,"50 - 59",M,1
SE,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,9
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,4
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,49
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,49
SE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,1
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,5
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,5
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,1
SE,PNEUMONIA,DOMICILIO,"50 - 59",F,1
SE,PNEUMONIA,DOMICILIO,"50 - 59",M,1
SE,PNEUMONIA,HOSPITAL,"50 - 59",F,37
SE,PNEUMONIA,HOSPITAL,"50 - 59",M,54
SE,PNEUMONIA,IGNORADO,"50 - 59",F,1
SE,PNEUMONIA,OUTRO,"50 - 59",M,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SE,SEPTICEMIA,DOMICILIO,"50 - 59",F,2
SE,SEPTICEMIA,HOSPITAL,"50 - 59",F,72
SE,SEPTICEMIA,HOSPITAL,"50 - 59",M,108
SE,SEPTICEMIA,IGNORADO,"50 - 59",F,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
SE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
SE,SRAG,HOSPITAL,"50 - 59",F,6
SE,SRAG,HOSPITAL,"50 - 59",M,7
SP,OUTRAS,AMBULANCIA,"50 - 59",F,1
SP,OUTRAS,AMBULANCIA,"50 - 59",M,1
SP,OUTRAS,DOMICILIO,"50 - 59",F,1312
SP,OUTRAS,DOMICILIO,"50 - 59",I,4
SP,OUTRAS,DOMICILIO,"50 - 59",M,3648
SP,OUTRAS,HOSPITAL,"50 - 59",F,4906
SP,OUTRAS,HOSPITAL,"50 - 59",I,5
SP,OUTRAS,HOSPITAL,"50 - 59",M,7633
SP,OUTRAS,IGNORADO,"50 - 59",F,13
SP,OUTRAS,IGNORADO,"50 - 59",I,3
SP,OUTRAS,IGNORADO,"50 - 59",M,44
SP,OUTRAS,OUTRO,"50 - 59",F,180
SP,OUTRAS,OUTRO,"50 - 59",M,543
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,374
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",I,1
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,696
SP,OUTRAS,POSTO_SAUDE,"50 - 59",F,10
SP,OUTRAS,POSTO_SAUDE,"50 - 59",M,28
SP,OUTRAS,SAMU,"50 - 59",M,1
SP,OUTRAS,VIA_PUBLICA,"50 - 59",F,52
SP,OUTRAS,VIA_PUBLICA,"50 - 59",M,513
SP,COVID,DOMICILIO,"50 - 59",F,39
SP,COVID,DOMICILIO,"50 - 59",M,70
SP,COVID,HOSPITAL,"50 - 59",F,2013
SP,COVID,HOSPITAL,"50 - 59",M,3577
SP,COVID,IGNORADO,"50 - 59",F,6
SP,COVID,IGNORADO,"50 - 59",M,7
SP,COVID,OUTRO,"50 - 59",F,21
SP,COVID,OUTRO,"50 - 59",M,23
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,49
SP,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,78
SP,COVID,POSTO_SAUDE,"50 - 59",F,1
SP,COVID,POSTO_SAUDE,"50 - 59",M,1
SP,COVID,VIA_PUBLICA,"50 - 59",M,4
SP,INDETERMINADA,DOMICILIO,"50 - 59",F,29
SP,INDETERMINADA,DOMICILIO,"50 - 59",M,105
SP,INDETERMINADA,HOSPITAL,"50 - 59",F,17
SP,INDETERMINADA,HOSPITAL,"50 - 59",M,37
SP,INDETERMINADA,IGNORADO,"50 - 59",M,2
SP,INDETERMINADA,OUTRO,"50 - 59",F,5
SP,INDETERMINADA,OUTRO,"50 - 59",M,13
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,7
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,7
SP,INDETERMINADA,VIA_PUBLICA,"50 - 59",F,2
SP,INDETERMINADA,VIA_PUBLICA,"50 - 59",M,17
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,114
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",I,1
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,174
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,1122
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,1264
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",F,2
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"50 - 59",M,5
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",F,33
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,37
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,79
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,114
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"50 - 59",F,2
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"50 - 59",M,4
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,2
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",M,5
SP,PNEUMONIA,DOMICILIO,"50 - 59",F,26
SP,PNEUMONIA,DOMICILIO,"50 - 59",M,113
SP,PNEUMONIA,HOSPITAL,"50 - 59",F,1314
SP,PNEUMONIA,HOSPITAL,"50 - 59",I,1
SP,PNEUMONIA,HOSPITAL,"50 - 59",M,2329
SP,PNEUMONIA,IGNORADO,"50 - 59",F,9
SP,PNEUMONIA,IGNORADO,"50 - 59",M,7
SP,PNEUMONIA,OUTRO,"50 - 59",F,14
SP,PNEUMONIA,OUTRO,"50 - 59",M,27
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,49
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,82
SP,PNEUMONIA,POSTO_SAUDE,"50 - 59",M,1
SP,PNEUMONIA,VIA_PUBLICA,"50 - 59",F,1
SP,PNEUMONIA,VIA_PUBLICA,"50 - 59",M,10
SP,SEPTICEMIA,DOMICILIO,"50 - 59",F,16
SP,SEPTICEMIA,DOMICILIO,"50 - 59",I,1
SP,SEPTICEMIA,DOMICILIO,"50 - 59",M,38
SP,SEPTICEMIA,HOSPITAL,"50 - 59",F,1575
SP,SEPTICEMIA,HOSPITAL,"50 - 59",M,2016
SP,SEPTICEMIA,IGNORADO,"50 - 59",F,5
SP,SEPTICEMIA,IGNORADO,"50 - 59",M,8
SP,SEPTICEMIA,OUTRO,"50 - 59",F,10
SP,SEPTICEMIA,OUTRO,"50 - 59",M,15
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,25
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,53
SP,SEPTICEMIA,VIA_PUBLICA,"50 - 59",F,1
SP,SEPTICEMIA,VIA_PUBLICA,"50 - 59",M,1
SP,SRAG,DOMICILIO,"50 - 59",F,9
SP,SRAG,DOMICILIO,"50 - 59",M,5
SP,SRAG,HOSPITAL,"50 - 59",F,93
SP,SRAG,HOSPITAL,"50 - 59",M,147
SP,SRAG,IGNORADO,"50 - 59",M,1
SP,SRAG,OUTRO,"50 - 59",F,3
SP,SRAG,OUTRO,"50 - 59",M,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",F,6
SP,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,7
SP,SRAG,POSTO_SAUDE,"50 - 59",F,1
TO,OUTRAS,DOMICILIO,"50 - 59",F,44
TO,OUTRAS,DOMICILIO,"50 - 59",M,68
TO,OUTRAS,HOSPITAL,"50 - 59",F,63
TO,OUTRAS,HOSPITAL,"50 - 59",M,86
TO,OUTRAS,IGNORADO,"50 - 59",F,1
TO,OUTRAS,IGNORADO,"50 - 59",M,2
TO,OUTRAS,OUTRO,"50 - 59",F,3
TO,OUTRAS,OUTRO,"50 - 59",M,12
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,11
TO,OUTRAS,VIA_PUBLICA,"50 - 59",F,3
TO,OUTRAS,VIA_PUBLICA,"50 - 59",M,13
TO,COVID,HOSPITAL,"50 - 59",F,21
TO,COVID,HOSPITAL,"50 - 59",I,1
TO,COVID,HOSPITAL,"50 - 59",M,86
TO,COVID,OUTRO,"50 - 59",M,2
TO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",F,2
TO,COVID,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
TO,COVID,VIA_PUBLICA,"50 - 59",M,2
TO,INDETERMINADA,DOMICILIO,"50 - 59",F,2
TO,INDETERMINADA,DOMICILIO,"50 - 59",M,1
TO,INDETERMINADA,HOSPITAL,"50 - 59",F,1
TO,INDETERMINADA,HOSPITAL,"50 - 59",M,1
TO,INDETERMINADA,OUTRO,"50 - 59",F,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,3
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",M,10
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,12
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,23
TO,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,3
TO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"50 - 59",F,3
TO,PNEUMONIA,DOMICILIO,"50 - 59",F,1
TO,PNEUMONIA,DOMICILIO,"50 - 59",M,1
TO,PNEUMONIA,HOSPITAL,"50 - 59",F,18
TO,PNEUMONIA,HOSPITAL,"50 - 59",M,29
TO,PNEUMONIA,OUTRO,"50 - 59",F,1
TO,SEPTICEMIA,DOMICILIO,"50 - 59",F,1
TO,SEPTICEMIA,HOSPITAL,"50 - 59",F,24
TO,SEPTICEMIA,HOSPITAL,"50 - 59",M,34
TO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
TO,SRAG,HOSPITAL,"50 - 59",F,3
AC,OUTRAS,DOMICILIO,"60 - 69",F,42
AC,OUTRAS,DOMICILIO,"60 - 69",M,86
AC,OUTRAS,HOSPITAL,"60 - 69",F,54
AC,OUTRAS,HOSPITAL,"60 - 69",M,103
AC,OUTRAS,OUTRO,"60 - 69",F,4
AC,OUTRAS,OUTRO,"60 - 69",M,14
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,5
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,4
AC,OUTRAS,VIA_PUBLICA,"60 - 69",F,1
AC,OUTRAS,VIA_PUBLICA,"60 - 69",M,6
AC,COVID,DOMICILIO,"60 - 69",M,1
AC,COVID,HOSPITAL,"60 - 69",F,77
AC,COVID,HOSPITAL,"60 - 69",M,100
AC,COVID,OUTRO,"60 - 69",F,1
AC,COVID,OUTRO,"60 - 69",M,2
AC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,2
AC,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,2
AC,INDETERMINADA,DOMICILIO,"60 - 69",F,1
AC,INDETERMINADA,DOMICILIO,"60 - 69",M,4
AC,INDETERMINADA,HOSPITAL,"60 - 69",M,1
AC,INDETERMINADA,OUTRO,"60 - 69",M,2
AC,INDETERMINADA,VIA_PUBLICA,"60 - 69",M,3
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,2
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,3
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,13
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,21
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",M,1
AC,PNEUMONIA,DOMICILIO,"60 - 69",M,1
AC,PNEUMONIA,HOSPITAL,"60 - 69",F,51
AC,PNEUMONIA,HOSPITAL,"60 - 69",M,61
AC,PNEUMONIA,VIA_PUBLICA,"60 - 69",F,1
AC,SEPTICEMIA,HOSPITAL,"60 - 69",F,35
AC,SEPTICEMIA,HOSPITAL,"60 - 69",M,34
AC,SRAG,HOSPITAL,"60 - 69",F,2
AC,SRAG,HOSPITAL,"60 - 69",M,2
AL,OUTRAS,DOMICILIO,"60 - 69",F,222
AL,OUTRAS,DOMICILIO,"60 - 69",I,1
AL,OUTRAS,DOMICILIO,"60 - 69",M,376
AL,OUTRAS,HOSPITAL,"60 - 69",F,388
AL,OUTRAS,HOSPITAL,"60 - 69",M,508
AL,OUTRAS,IGNORADO,"60 - 69",F,1
AL,OUTRAS,OUTRO,"60 - 69",F,7
AL,OUTRAS,OUTRO,"60 - 69",M,25
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",F,23
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"60 - 69",M,36
AL,OUTRAS,VIA_PUBLICA,"60 - 69",F,3
AL,OUTRAS,VIA_PUBLICA,"60 - 69",M,42
AL,COVID,DOMICILIO,"60 - 69",F,4
AL,COVID,DOMICILIO,"60 - 69",M,5
AL,COVID,HOSPITAL,"60 - 69",F,232
AL,COVID,HOSPITAL,"60 - 69",M,284
AL,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",F,7
AL,COVID,OUTROS_SERVICOS_SAUDE,"60 - 69",M,11
AL,INDETERMINADA,DOMICILIO,"60 - 69",F,3
AL,INDETERMINADA,DOMICILIO,"60 - 69",M,6
AL,INDETERMINADA,HOSPITAL,"60 - 69",F,1
AL,INDETERMINADA,HOSPITAL,"60 - 69",M,4
AL,INDETERMINADA,OUTRO,"60 - 69",M,1
AL,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,1
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",F,30
AL,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"60 - 69",M,38
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",F,73
AL,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"60 - 69",M,91
AL,INSUFICIENCIA_RESPIRATORIA,OUTRO,"60 - 69",F,1
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",F,6
AL,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"60 - 69",M,6
AL,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"60 - 69",M,1
AL,PNEUMONIA,DOMICILIO,"60 - 69",F,7
AL,PNEUMONIA,DOMICILIO,"60 - 69",M,15
AL,PNEUMONIA,HOSPITAL,"60 - 69",F,125
AL,PNEUMONIA,HOSPITAL,"60 - 69",M,148
